Date,Oil,Banks,Txtls,Toys,Rtail,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
1982-08-01,10.04,11.09,9.19,8.02,11.68,11.15,-4.46,1.09,-1.85,0.17,0.76,-3.56
1982-09-01,1.89,6.53,2.65,-0.24,5.7,1.32,2.55,0.23,2.16,-0.02,0.51,4.14
1982-10-01,5.46,20.44,16.79,19.37,17.22,11.24,1.96,-3.62,0.2,-0.3,0.59,0.0
1982-11-01,-4.62,6.34,3.99,11.46,11.98,4.68,4.39,-1.8,-1.02,0.29,0.63,5.91
1982-12-01,5.57,-4.85,4.55,-8.43,-2.98,0.56,-0.14,-0.06,0.0,1.0,0.67,0.0
1983-01-01,3.6,1.91,4.22,10.3,0.73,3.59,3.41,-0.72,-1.52,-0.56,0.69,-1.64
1983-02-01,-0.51,5.77,5.92,12.63,7.48,2.59,2.88,0.66,-0.36,1.01,0.62,3.71
1983-03-01,5.98,7.97,8.08,-9.22,10.57,2.81,1.37,2.06,-0.19,2.8,0.63,0.88
1983-04-01,9.42,12.33,6.79,3.29,9.7,6.65,0.43,0.43,-0.07,1.51,0.71,1.64
1983-05-01,1.25,-0.96,2.21,9.21,0.0,0.51,6.26,-1.4,-1.81,-1.43,0.69,-1.56
1983-06-01,6.4,-1.17,7.36,11.07,6.19,3.07,1.16,-3.89,2.55,-0.78,0.67,1.86
1983-07-01,-2.28,-2.16,-0.54,-2.03,-2.22,-4.06,1.05,5.54,-0.07,2.88,0.74,-3.08
1983-08-01,6.93,1.11,-0.32,0.15,-5.43,-0.5,-4.32,5.59,0.52,1.85,0.76,-5.36
1983-09-01,-4.68,2.93,1.78,2.33,1.99,0.91,0.3,0.99,1.21,0.5,0.76,-0.01
1983-10-01,-2.0,-6.65,-4.1,-5.43,-0.92,-3.43,-3.75,4.96,-0.82,3.0,0.76,-4.48
1983-11-01,-0.49,7.2,8.68,4.6,4.14,2.16,1.87,-0.73,-0.68,0.64,0.7,-0.13
1983-12-01,2.18,-0.37,-1.98,-0.99,-5.96,-1.77,-0.42,1.75,1.55,1.33,0.73,0.82
1984-01-01,9.93,3.01,-4.1,-8.12,-6.29,-1.92,0.0,7.48,-0.88,2.88,0.76,-2.57
1984-02-01,4.03,-6.55,-7.81,-6.05,-4.36,-4.76,-1.58,3.41,1.04,1.51,0.71,0.45
1984-03-01,0.25,-2.23,-1.88,2.32,0.31,0.65,-0.25,0.53,-0.97,1.15,0.73,1.12
1984-04-01,4.0,-0.7,0.37,4.55,0.83,-0.51,-0.94,1.19,3.3,0.77,0.81,2.14
1984-05-01,-5.13,-10.32,-3.9,-9.93,-5.09,-5.98,0.14,0.26,2.41,-0.51,0.78,1.52
1984-06-01,-1.98,1.6,2.15,-1.01,7.62,1.81,0.16,-2.75,3.08,-1.57,0.75,-0.55
1984-07-01,-7.45,0.84,-7.89,2.05,1.02,-2.72,-2.21,0.39,3.52,-2.16,0.82,2.78
1984-08-01,14.02,10.9,8.2,17.42,9.08,10.27,-0.28,-1.74,-0.73,-0.91,0.83,-5.6
1984-09-01,2.27,6.11,-2.92,-9.19,0.28,-0.8,-0.04,5.25,1.37,2.39,0.86,3.64
1984-10-01,-4.31,0.93,1.63,-3.24,-1.15,-0.84,-1.34,0.59,1.14,-1.04,1.0,3.29
1984-11-01,-1.04,0.47,0.15,-7.03,-2.82,-1.77,-1.06,3.87,0.8,1.95,0.73,1.57
1984-12-01,-0.54,5.93,2.66,3.31,-0.09,1.84,-0.74,-0.29,1.28,-1.28,0.64,1.4
1985-01-01,6.53,9.43,8.45,10.89,12.75,7.97,3.45,-5.21,-0.99,-3.46,0.65,-6.77
1985-02-01,3.92,0.54,3.1,-1.24,2.36,1.22,0.97,-0.24,1.42,1.1,0.58,1.86
1985-03-01,1.5,0.9,-3.64,-2.21,-0.72,-0.84,-1.38,4.01,1.23,2.86,0.62,1.79
1985-04-01,3.86,3.15,-2.92,-4.87,0.27,-0.96,-0.14,3.6,1.62,0.71,0.72,2.95
1985-05-01,0.58,6.0,3.66,7.82,11.35,5.07,-2.36,-0.98,1.27,-1.43,0.66,4.06
1985-06-01,-0.6,4.22,3.64,2.06,1.38,1.27,0.21,0.38,1.69,-1.02,0.55,3.39
1985-07-01,-0.63,-2.14,3.76,0.21,-5.69,-0.72,2.85,-1.62,-0.36,-0.37,0.62,-3.85
1985-08-01,1.58,-0.49,0.9,0.12,-0.33,-1.01,-0.3,2.34,-0.16,1.93,0.55,1.78
1985-09-01,-1.31,-6.26,-0.87,-5.16,-4.24,-4.5,-1.84,1.21,1.11,1.58,0.6,1.59
1985-10-01,5.99,10.21,8.09,-3.86,8.22,4.0,-1.47,0.77,0.88,-1.06,0.65,4.86
1985-11-01,0.31,7.05,3.86,10.33,7.41,6.46,-0.05,-2.91,0.32,-2.35,0.61,-0.58
1985-12-01,-2.68,7.29,7.58,6.14,4.14,3.88,-0.41,-1.46,0.96,-1.77,0.65,-0.23
1986-01-01,-6.84,2.81,3.13,2.2,1.64,0.65,0.95,0.46,-1.99,-1.99,0.56,2.96
1986-02-01,0.91,11.03,10.18,11.24,7.19,7.14,-0.72,-0.63,1.16,-1.23,0.53,2.59
1986-03-01,0.81,7.26,8.15,5.51,9.09,4.91,-0.63,-0.39,1.0,0.81,0.6,2.4
1986-04-01,0.83,-0.59,-1.68,3.89,-0.64,-1.28,2.81,-2.81,2.9,-0.1,0.52,-0.34
1986-05-01,7.41,4.2,4.08,3.04,11.77,4.63,-1.29,-0.14,2.07,1.1,0.49,2.09
1986-06-01,-2.03,2.3,5.11,-6.66,4.79,1.06,-0.87,1.2,1.85,0.83,0.52,4.95
1986-07-01,-5.14,-6.48,-7.33,-7.06,-9.15,-6.43,-3.53,4.66,-0.55,0.81,0.52,1.9
1986-08-01,16.84,6.79,1.06,8.37,1.45,6.07,-4.34,3.54,-1.71,3.32,0.46,-5.16
1986-09-01,-0.83,-9.93,-6.54,-9.91,-8.41,-8.59,2.1,3.23,-0.17,3.71,0.45,-5.69
1986-10-01,1.94,2.48,5.62,0.78,7.84,4.64,-2.37,-1.42,-0.01,1.01,0.46,4.46
1986-11-01,3.26,-0.95,8.67,0.24,1.73,1.16,-1.86,-0.02,0.98,0.7,0.39,-0.25
1986-12-01,-0.42,-1.17,0.41,-7.62,-6.75,-3.26,0.19,0.36,0.87,0.09,0.49,0.46
1987-01-01,14.23,9.24,6.82,20.39,10.33,12.44,-1.61,-3.18,0.17,-1.03,0.42,2.06
1987-02-01,-1.79,5.33,6.41,9.05,11.69,4.37,3.36,-5.86,-0.79,-2.55,0.43,-2.23
1987-03-01,11.96,-1.5,2.06,5.16,1.91,1.63,0.32,1.66,1.3,4.17,0.47,1.66
1987-04-01,0.13,-3.98,6.16,6.13,-2.42,-2.09,-1.58,-0.36,-0.52,1.16,0.44,0.21
1987-05-01,3.0,-1.22,8.67,-3.38,0.54,0.11,-0.58,0.22,0.49,1.13,0.38,-0.8
1987-06-01,5.87,5.93,0.61,-0.98,7.5,3.91,-2.11,1.13,1.56,1.07,0.48,-0.22
1987-07-01,3.17,-0.06,4.45,4.37,6.68,3.84,-1.07,0.94,-0.65,1.58,0.46,2.58
1987-08-01,1.9,4.68,-1.79,8.87,3.36,3.52,-1.01,-0.98,2.11,-1.55,0.47,-0.95
1987-09-01,-3.84,-4.76,-0.86,-2.03,-7.13,-2.58,0.45,0.26,-0.88,1.82,0.45,0.8
1987-10-01,-18.74,-22.5,-32.63,-33.4,-28.89,-23.19,-7.91,4.18,2.29,2.24,0.6,-7.72
1987-11-01,-10.73,-7.95,-5.17,-11.14,-9.56,-7.76,2.78,3.14,-1.93,0.6,0.35,-1.23
1987-12-01,6.72,4.99,13.69,16.98,8.0,6.82,-0.01,-4.42,3.13,-2.46,0.39,5.87
1988-01-01,8.51,11.32,1.43,-6.1,7.07,4.21,-0.56,4.93,-1.19,2.1,0.29,-7.36
1988-02-01,3.56,3.37,22.69,10.33,11.92,4.77,3.3,-1.53,1.51,0.06,0.46,-1.47
1988-03-01,2.6,-3.91,8.8,-1.9,-1.36,-2.26,6.11,0.86,-0.23,1.78,0.44,0.56
1988-04-01,4.61,0.43,0.08,4.15,2.19,0.56,1.09,1.51,-0.09,1.9,0.46,2.21
1988-05-01,-0.41,3.09,2.43,0.71,-1.45,-0.27,-2.52,2.44,-0.77,0.3,0.51,0.66
1988-06-01,-2.11,7.55,3.81,12.0,6.76,4.78,2.07,-1.35,1.52,-3.52,0.49,-3.02
1988-07-01,3.67,0.19,0.27,-2.22,-0.38,-1.25,-0.18,2.18,-0.49,1.53,0.51,0.65
1988-08-01,-1.46,-1.41,-3.09,-6.13,-2.3,-3.31,-0.02,2.14,-0.85,1.65,0.59,0.36
1988-09-01,-2.53,3.9,3.41,5.05,8.97,3.31,-1.38,-0.75,1.76,-0.55,0.62,0.29
1988-10-01,1.89,-0.6,1.62,0.15,2.17,1.16,-2.97,2.03,1.39,0.99,0.61,1.31
1988-11-01,-0.23,-2.61,-6.01,-3.78,-2.6,-2.27,-1.58,1.47,-0.36,1.64,0.57,0.2
1988-12-01,1.83,-0.93,7.51,5.17,1.0,1.48,1.94,-1.83,0.69,-0.38,0.63,0.32
1989-01-01,6.16,6.53,9.03,10.02,6.3,6.06,-2.26,0.61,-0.97,0.11,0.55,-0.2
1989-02-01,-1.29,-0.66,6.57,4.23,-1.7,-2.23,2.7,0.99,-0.84,1.88,0.61,1.01
1989-03-01,3.89,5.78,5.76,7.28,3.04,1.57,0.68,0.47,-0.01,0.65,0.67,3.5
1989-04-01,2.44,3.73,5.01,4.84,5.67,4.35,-0.75,-1.48,0.73,-0.48,0.67,1.8
1989-05-01,2.74,6.3,2.45,7.68,5.38,3.28,-0.06,-0.9,0.45,-0.26,0.79,1.46
1989-06-01,-1.01,0.18,-1.35,7.95,-2.52,-1.33,-1.04,2.21,0.13,1.52,0.71,0.44
1989-07-01,3.78,7.73,7.22,10.21,10.44,7.18,-4.11,-2.8,2.05,-0.56,0.7,5.32
1989-08-01,3.5,1.44,2.98,-1.67,3.66,1.43,0.48,0.62,0.36,-0.61,0.74,-0.47
1989-09-01,1.36,2.82,-2.93,0.32,-2.83,-0.76,0.47,-1.27,1.39,0.58,0.65,3.49
1989-10-01,0.78,-8.61,-5.96,-3.35,-4.37,-3.65,-3.3,-1.16,0.08,-0.11,0.68,1.36
1989-11-01,3.98,-2.83,1.53,-0.68,0.98,1.04,-1.26,-1.13,-0.74,1.38,0.69,2.68
1989-12-01,6.02,-2.89,0.38,0.05,0.58,1.18,-2.28,0.15,-0.07,1.31,0.61,2.77
1990-01-01,-4.28,-9.62,-10.17,-3.55,-5.6,-7.8,-1.21,0.83,-1.12,1.4,0.57,-3.0
1990-02-01,3.09,3.8,1.98,0.21,2.09,1.11,1.15,0.65,-0.04,-0.61,0.57,-0.51
1990-03-01,-0.62,-3.01,2.31,7.04,6.06,1.83,1.59,-2.9,1.99,-0.94,0.64,1.73
1990-04-01,-3.54,-4.31,-2.59,-6.48,-1.68,-3.36,-0.35,-2.57,1.78,-1.0,0.69,2.31
1990-05-01,6.01,10.55,4.16,12.84,11.88,8.44,-2.41,-3.89,1.68,-1.63,0.68,3.12
1990-06-01,-2.02,-3.65,-4.86,-5.02,1.69,-1.09,1.31,-2.0,-0.99,-0.39,0.63,2.51
1990-07-01,8.37,-7.63,-1.2,-9.02,-3.71,-1.9,-3.15,-0.06,-0.1,3.21,0.68,6.04
1990-08-01,-1.24,-11.46,-14.03,-14.77,-12.68,-10.13,-3.79,1.56,-0.48,2.99,0.66,1.96
1990-09-01,-1.65,-12.55,-17.04,-8.56,-9.36,-6.11,-3.72,0.59,0.03,3.62,0.6,5.76
1990-10-01,-3.94,-9.14,-10.99,-1.43,-3.04,-1.91,-5.06,0.08,3.17,-0.25,0.68,6.71
1990-11-01,1.64,16.21,8.51,9.87,11.75,6.35,0.02,-2.97,0.58,-4.71,0.57,-5.46
1990-12-01,-2.06,7.5,8.33,2.12,2.88,2.48,0.6,-1.57,2.66,-1.98,0.6,0.24
1991-01-01,-2.03,8.29,11.06,11.85,11.72,4.69,3.87,-1.48,1.34,-4.07,0.52,-6.45
1991-02-01,8.54,12.38,11.91,17.65,7.69,7.21,4.02,-0.62,-0.06,-0.34,0.48,-4.9
1991-03-01,1.32,4.79,3.43,4.38,9.38,2.67,3.81,-1.3,-0.52,-0.99,0.44,2.74
1991-04-01,2.39,6.07,2.75,3.05,2.61,-0.29,0.35,1.49,0.67,0.81,0.53,-2.33
1991-05-01,-1.39,7.04,4.57,4.27,8.25,3.66,0.14,-0.52,2.07,-2.36,0.47,-0.1
1991-06-01,-3.7,-6.76,1.45,-5.46,-4.4,-4.94,0.3,1.08,1.75,0.68,0.42,0.42
1991-07-01,5.07,9.4,10.5,0.88,5.63,4.24,-1.0,-1.3,1.6,-1.44,0.49,4.26
1991-08-01,1.61,7.98,0.42,1.29,4.94,2.32,1.42,-0.79,0.85,-0.32,0.46,1.58
1991-09-01,-0.69,-1.07,4.23,8.53,-4.15,-1.59,1.58,-1.23,-1.77,-0.04,0.46,1.74
1991-10-01,2.04,0.83,-1.32,11.64,-3.12,1.29,0.85,-0.43,-1.65,-0.3,0.42,3.18
1991-11-01,-7.74,-8.41,-4.75,1.83,-0.44,-4.2,-0.88,-1.77,1.1,-0.12,0.39,1.18
1991-12-01,2.15,15.47,13.41,12.16,13.31,10.86,-2.41,-4.23,3.67,-3.14,0.38,8.27
1992-01-01,-4.11,1.66,10.1,0.93,-0.39,-0.59,9.19,4.67,-1.17,3.25,0.34,-2.49
1992-02-01,-0.58,5.08,8.25,6.47,2.96,1.09,1.3,6.51,0.07,2.25,0.28,-0.69
1992-03-01,-2.71,-1.65,3.84,-2.74,-1.36,-2.66,-0.89,3.49,-0.06,1.82,0.34,-0.24
1992-04-01,9.54,2.82,1.28,1.12,-4.61,1.09,-5.75,4.36,1.65,2.4,0.32,-2.51
1992-05-01,3.17,3.09,-1.98,6.6,-0.18,0.3,0.2,1.11,-0.91,0.49,0.28,0.07
1992-06-01,-3.46,0.49,-7.33,-1.89,-1.78,-2.33,-2.76,3.24,-0.06,0.95,0.32,-0.57
1992-07-01,5.28,1.67,7.19,2.44,4.26,3.78,-0.65,-0.51,1.24,-0.97,0.31,1.53
1992-08-01,2.56,-4.18,-1.46,-3.69,0.11,-2.38,-0.39,-1.09,3.66,-1.64,0.26,-0.49
1992-09-01,0.07,1.65,2.3,6.15,4.34,1.19,0.47,-0.19,1.61,-0.68,0.26,1.41
1992-10-01,-3.52,2.8,0.14,1.47,4.49,1.02,2.09,-1.98,1.19,-0.91,0.23,2.59
1992-11-01,-2.69,7.4,5.73,5.48,6.97,4.14,3.88,-1.52,-0.54,-1.58,0.23,-0.23
1992-12-01,2.01,4.66,5.13,-4.26,0.22,1.53,1.65,2.64,-0.52,0.83,0.28,4.46
1993-01-01,2.79,4.38,2.53,5.27,-0.27,0.93,1.94,5.9,-1.9,2.94,0.23,4.84
1993-02-01,6.04,1.89,3.25,-9.66,-1.71,0.12,-3.37,6.48,-0.47,4.15,0.22,3.12
1993-03-01,4.11,3.69,2.77,2.78,2.9,2.32,0.09,1.26,-0.22,0.82,0.25,3.72
1993-04-01,1.12,-4.81,-4.7,1.23,-9.28,-3.05,-0.81,2.55,-3.69,1.38,0.24,0.36
1993-05-01,1.81,-0.94,0.02,7.32,5.92,2.89,1.94,-3.46,-0.14,-1.03,0.22,0.2
1993-06-01,-1.09,5.12,-4.62,3.46,-3.44,0.3,0.12,2.64,-0.91,1.16,0.25,4.55
1993-07-01,0.46,1.19,-2.93,1.16,0.12,-0.34,0.96,2.87,-1.84,2.05,0.24,3.23
1993-08-01,4.28,1.08,9.17,8.13,3.64,3.72,0.08,0.18,-1.52,0.04,0.25,2.59
1993-09-01,1.33,3.31,-3.15,3.15,-0.5,-0.12,3.02,-0.24,0.25,-0.19,0.26,3.44
1993-10-01,-1.96,-4.72,2.04,1.68,4.58,1.41,1.86,-2.78,0.61,0.56,0.22,-2.69
1993-11-01,-5.99,-3.16,0.23,-0.19,1.63,-1.86,-1.31,-0.78,2.19,-1.03,0.25,-4.8
1993-12-01,0.59,3.42,0.27,-6.31,-3.93,1.65,1.35,0.25,1.14,-0.35,0.23,2.36
1994-01-01,4.89,4.83,-6.93,2.48,0.14,2.87,-0.05,1.1,-1.54,1.39,0.25,0.1
1994-02-01,-2.96,-3.72,0.41,5.6,2.78,-2.55,2.62,-1.52,2.08,-0.94,0.21,-0.38
1994-03-01,-3.56,-2.79,-0.69,-6.5,-4.35,-4.79,-1.03,1.67,0.65,1.39,0.27,-1.31
1994-04-01,4.2,4.57,2.86,0.32,0.27,0.68,-1.0,1.66,1.05,1.14,0.27,0.34
1994-05-01,0.94,5.38,-5.28,0.63,-2.54,0.58,-2.49,0.6,0.64,0.6,0.32,-2.07
1994-06-01,-2.72,-1.96,-5.55,-5.6,-1.62,-3.04,-0.52,1.77,1.05,1.5,0.31,-0.88
1994-07-01,3.27,2.03,-1.4,1.6,1.02,2.82,-1.87,0.61,-0.66,0.1,0.28,0.12
1994-08-01,-0.11,3.69,4.92,4.28,4.39,4.02,1.44,-2.55,0.98,-1.52,0.37,1.54
1994-09-01,-2.1,-6.3,-5.7,-1.71,-2.53,-2.28,2.71,-1.81,0.56,1.06,0.37,1.31
1994-10-01,7.43,0.14,1.24,6.29,1.3,1.35,-2.22,-1.66,0.18,-0.73,0.38,1.43
1994-11-01,-4.84,-6.84,-2.94,-7.9,-2.47,-4.03,0.09,-0.73,0.48,-0.53,0.37,-0.15
1994-12-01,-1.01,-0.24,1.12,-4.78,-4.71,0.86,-0.05,-0.09,0.4,0.36,0.44,3.46
1995-01-01,0.38,6.02,-1.17,0.05,0.81,1.8,-3.07,2.59,0.15,-0.65,0.42,-1.81
1995-02-01,4.52,6.66,2.53,4.24,2.09,3.63,-0.49,0.99,0.61,-0.4,0.4,-0.43
1995-03-01,5.28,0.48,-2.84,2.11,4.02,2.19,-0.53,-2.13,-0.13,0.23,0.46,0.43
1995-04-01,2.24,4.06,0.84,-4.86,-3.57,2.11,-0.26,1.67,0.43,0.82,0.44,1.79
1995-05-01,4.08,8.09,3.92,6.01,2.8,2.9,-2.17,2.28,0.41,0.01,0.54,-0.54
1995-06-01,-3.09,1.45,-1.53,1.79,5.13,2.72,3.05,-2.54,-0.23,-2.39,0.47,3.02
1995-07-01,2.3,4.77,4.25,4.49,4.09,3.71,2.12,-1.58,0.22,-1.58,0.45,2.54
1995-08-01,-1.6,5.25,-1.04,0.88,-3.46,0.55,1.7,2.68,-1.17,1.49,0.47,0.14
1995-09-01,1.29,5.53,-3.28,-3.14,3.35,3.36,-1.86,-0.11,0.99,0.4,0.43,2.87
1995-10-01,-0.23,-2.3,-9.32,-5.79,-8.14,-1.51,-4.07,-0.49,1.93,-0.1,0.47,4.18
1995-11-01,4.8,7.11,7.3,4.48,6.92,3.96,-1.06,0.52,-0.57,1.0,0.42,-0.72
1995-12-01,5.8,0.88,-0.13,0.05,-1.56,1.04,0.65,0.24,-1.44,3.02,0.49,2.5
1996-01-01,-0.41,4.28,-2.98,8.17,-1.42,2.26,-2.64,0.46,0.26,2.3,0.43,0.55
1996-02-01,1.03,2.68,0.49,1.47,5.53,1.33,1.77,-1.05,0.16,-1.89,0.39,0.57
1996-03-01,5.01,3.16,2.63,-0.24,8.24,0.74,1.56,0.42,1.44,-0.95,0.39,-1.85
1996-04-01,3.47,-1.22,3.22,0.81,4.39,2.05,4.7,-3.97,-0.2,-2.03,0.46,-0.96
1996-05-01,0.49,2.02,5.36,3.92,5.04,2.36,3.23,-0.9,0.03,-0.33,0.42,1.6
1996-06-01,0.96,-0.05,0.1,-1.69,-1.16,-1.13,-3.67,2.33,3.5,1.2,0.4,1.0
1996-07-01,-4.63,-0.44,-3.14,-9.89,-7.69,-5.96,-3.78,5.19,2.9,2.68,0.45,-0.15
1996-08-01,2.94,4.58,4.23,1.29,7.22,2.77,2.58,-0.82,-0.38,-2.47,0.41,-0.01
1996-09-01,3.99,6.44,1.4,6.66,3.49,5.01,-1.41,-2.74,1.3,-2.13,0.44,2.66
1996-10-01,5.97,7.1,1.17,-1.43,-2.05,0.87,-3.79,4.88,1.38,2.97,0.42,3.79
1996-11-01,5.54,9.27,0.32,6.08,2.12,6.25,-3.82,1.4,2.06,-0.69,0.41,-2.34
1996-12-01,0.77,-3.41,2.43,-6.76,-4.24,-1.7,3.19,1.28,0.23,1.49,0.46,0.58
1997-01-01,4.34,7.71,5.6,3.69,0.28,4.97,-1.82,-1.44,1.22,-0.07,0.45,1.92
1997-02-01,-5.75,4.17,2.2,-0.55,5.74,-0.48,-2.54,5.61,0.72,3.47,0.39,-2.08
1997-03-01,5.26,-7.79,-2.22,-1.7,-0.74,-5.02,-0.41,3.39,0.39,1.53,0.43,0.9
1997-04-01,0.02,6.2,-5.05,3.38,1.64,4.04,-5.7,0.0,3.36,-1.02,0.43,4.84
1997-05-01,7.34,4.27,5.55,5.8,6.4,6.73,4.68,-4.11,-1.04,-2.76,0.49,-5.2
1997-06-01,1.28,5.41,0.61,5.51,6.71,4.1,1.17,1.44,0.56,0.45,0.37,2.6
1997-07-01,7.43,11.89,1.32,3.8,8.95,7.31,-2.74,0.13,0.18,-2.56,0.43,3.69
1997-08-01,0.3,-5.24,0.46,-1.66,-2.85,-4.09,7.5,1.13,-1.02,-0.17,0.41,-2.64
1997-09-01,6.27,7.71,6.09,2.34,5.43,5.34,2.48,0.24,-1.58,-0.93,0.44,1.48
1997-10-01,-2.0,-1.12,-4.23,3.22,-1.24,-3.81,-0.56,2.33,0.75,2.01,0.42,-0.54
1997-11-01,-3.48,3.72,-2.15,1.92,6.47,2.99,-5.01,1.22,3.08,1.73,0.39,0.42
1997-12-01,-1.47,6.14,1.56,-4.55,-0.64,1.36,-2.09,3.74,0.64,1.95,0.48,3.93
1998-01-01,-5.66,-3.58,-0.56,2.3,1.75,0.14,-1.28,-1.68,0.91,-0.62,0.43,0.08
1998-02-01,6.78,8.62,6.99,9.46,11.12,7.04,0.05,-0.93,-0.37,-2.58,0.39,-1.19
1998-03-01,4.8,5.82,6.08,-0.24,7.47,4.76,-0.73,1.38,-0.55,-0.23,0.39,2.14
1998-04-01,3.74,2.02,3.8,4.66,-0.31,0.74,0.01,1.03,-1.68,-0.36,0.43,0.68
1998-05-01,-4.27,-2.84,-3.0,-5.45,3.8,-3.05,-3.0,3.41,1.03,2.47,0.4,1.97
1998-06-01,-1.23,2.72,-6.97,1.92,6.89,3.21,-3.61,-2.03,-0.26,-3.03,0.41,8.05
1998-07-01,-6.8,0.9,-9.13,-9.81,-2.14,-2.42,-5.2,-1.83,1.64,0.76,0.4,3.79
1998-08-01,-10.04,-24.08,-16.56,-16.01,-13.15,-16.05,-4.97,3.57,3.35,5.78,0.43,1.87
1998-09-01,13.12,4.37,-8.72,-7.38,-0.43,6.19,-0.89,-3.51,-1.84,-2.84,0.46,-0.69
1998-10-01,1.1,8.82,2.83,17.84,12.36,6.98,-3.36,-2.33,0.88,0.18,0.32,-5.34
1998-11-01,0.5,5.64,8.68,0.56,11.04,6.07,0.76,-3.24,-0.92,-0.92,0.31,1.14
1998-12-01,-1.72,3.96,4.53,-17.35,10.51,6.15,-1.5,-4.25,-0.69,-3.26,0.38,8.88
1999-01-01,-5.59,-0.34,-7.15,1.08,3.32,3.47,-0.82,-4.46,-2.8,-6.41,0.35,2.85
1999-02-01,-3.59,-0.43,-8.59,4.79,-1.0,-4.08,-5.15,1.95,-1.23,4.08,0.35,-0.08
1999-03-01,14.71,1.8,-6.73,2.28,3.5,3.48,-4.37,-2.61,-4.05,-1.07,0.43,-1.21
1999-04-01,15.45,8.01,8.48,13.24,-0.51,4.34,4.52,2.4,-2.47,0.84,0.37,-8.92
1999-05-01,-2.67,-6.27,2.48,-4.75,-3.48,-2.46,3.75,2.49,0.95,3.18,0.34,-5.28
1999-06-01,-0.55,4.58,3.47,-1.15,9.06,4.77,2.34,-3.22,0.93,-2.91,0.4,4.66
1999-07-01,2.16,-5.64,-3.26,-6.65,-6.15,-3.49,2.54,-0.18,0.29,3.27,0.38,1.7
1999-08-01,1.6,-5.0,-8.68,-7.87,-6.3,-1.37,-1.67,-1.93,-0.24,0.72,0.39,2.93
1999-09-01,-3.69,-3.67,-13.54,-6.57,2.52,-2.77,2.48,-2.9,-0.96,-0.99,0.39,6.4
1999-10-01,-2.55,14.9,2.4,-11.33,5.97,6.09,-7.13,-2.88,-1.75,-0.87,0.39,5.41
1999-11-01,4.03,-5.67,2.15,7.84,4.06,3.41,5.69,-5.65,-4.18,-1.84,0.36,5.5
1999-12-01,-0.23,-5.19,2.55,-2.23,8.21,7.66,5.1,-7.66,-8.0,-5.87,0.44,13.15
2000-01-01,-1.29,-2.53,-7.59,-13.72,-14.29,-4.74,4.21,-1.12,-6.15,4.56,0.41,1.84
2000-02-01,-5.81,-11.31,-6.0,0.41,-4.16,2.45,18.46,-9.77,-18.95,-1.13,0.43,18.05
2000-03-01,13.76,15.09,5.21,7.83,14.41,5.21,-15.54,8.5,11.65,-1.2,0.47,-6.86
2000-04-01,-1.3,-2.85,6.37,0.13,-5.5,-6.35,-4.75,6.45,8.07,5.63,0.46,-8.59
2000-05-01,11.02,7.96,-3.96,1.12,-3.13,-4.39,-3.86,4.59,4.05,1.47,0.5,-8.93
2000-06-01,-6.17,-9.89,-8.93,-1.68,-1.98,4.68,9.95,-8.04,-8.31,-3.17,0.4,16.64
2000-07-01,-2.7,8.36,4.55,-9.9,-1.96,-2.48,-0.94,8.06,5.72,2.98,0.48,-0.18
2000-08-01,8.74,10.23,-3.37,1.98,-5.29,7.03,-0.95,-1.37,-3.06,1.21,0.5,5.61
2000-09-01,4.62,3.82,5.91,0.24,2.45,-5.44,0.27,7.24,2.7,5.54,0.51,1.89
2000-10-01,-2.84,-1.13,-2.79,6.82,-2.08,-2.78,-2.58,5.58,9.55,3.71,0.56,-4.51
2000-11-01,-2.55,-3.5,-0.82,-6.66,-0.23,-10.7,-0.35,12.24,13.05,8.35,0.51,-2.18
2000-12-01,7.38,9.75,5.78,2.56,4.33,1.18,3.26,7.55,1.92,4.82,0.5,6.62
2001-01-01,-3.43,1.87,8.89,9.81,9.76,3.25,5.23,-5.05,-5.2,-5.21,0.54,-25.36
2001-02-01,-0.13,-4.48,-2.5,4.98,-6.17,-10.03,2.87,12.23,9.12,9.01,0.38,12.68
2001-03-01,-0.19,-1.77,-4.35,-0.84,-2.0,-7.25,2.33,6.47,3.34,3.72,0.42,8.58
2001-04-01,10.02,2.82,5.25,-0.06,4.97,7.94,-0.88,-4.64,-3.18,-3.19,0.39,-7.96
2001-05-01,0.19,4.43,2.47,9.5,1.68,0.68,3.55,3.38,0.29,1.95,0.32,2.43
2001-06-01,-7.42,0.81,4.33,2.69,-2.61,-1.94,6.69,-1.26,1.57,-1.67,0.28,0.61
2001-07-01,-2.12,0.8,10.05,-3.16,5.43,-2.13,-2.86,4.95,7.29,2.9,0.3,5.47
2001-08-01,-3.57,-6.04,-3.62,1.53,-8.39,-6.4,2.54,2.86,3.81,6.53,0.31,5.49
2001-09-01,-6.12,-5.96,-15.55,-17.54,-9.77,-9.24,-5.74,1.52,5.03,3.35,0.28,11.4
2001-10-01,4.96,-1.72,5.67,14.75,3.44,2.48,5.34,-7.31,-2.98,-4.36,0.22,-8.4
2001-11-01,-4.12,6.28,7.24,5.15,13.05,7.53,-0.36,2.17,-3.49,-1.68,0.17,-8.62
2001-12-01,5.93,3.32,12.23,0.62,4.96,1.61,5.11,0.83,0.26,-0.28,0.15,0.05
2002-01-01,-2.79,-0.55,4.25,6.03,2.09,-1.44,1.28,3.42,4.73,2.83,0.14,3.66
