Date,Oil,Banks,Txtls,Toys,Rtail,Mkt-RF,SMB,HML,RMW,CMA,RF,Mom
2002-02-01,5.61,-1.38,5.72,-1.57,0.34,-2.28,-0.38,2.34,8.03,5.1,0.13,6.88
2002-03-01,7.64,7.97,0.72,8.53,1.53,4.24,4.15,1.08,-1.83,0.66,0.13,-1.66
2002-04-01,-4.55,-0.62,9.63,2.23,-2.21,-5.21,6.63,4.01,4.59,5.35,0.15,7.69
2002-05-01,-0.8,0.84,0.05,-2.72,-1.27,-1.36,-3.07,1.52,2.31,2.53,0.14,3.12
2002-06-01,0.06,-5.32,-5.23,-3.74,-5.12,-7.23,3.76,0.37,3.92,2.66,0.13,6.22
2002-07-01,-11.65,-7.36,-22.86,-10.85,-11.99,-8.19,-6.33,-3.51,3.84,-1.1,0.15,3.65
2002-08-01,0.58,3.26,-2.45,4.35,1.91,0.5,-1.28,3.01,1.37,-1.4,0.14,1.84
2002-09-01,-7.85,-11.04,-6.58,-10.75,-9.49,-10.34,3.05,1.26,3.29,-2.29,0.14,9.0
2002-10-01,3.14,8.06,3.93,1.65,6.46,7.84,-4.29,-3.76,-3.16,0.73,0.14,-5.47
2002-11-01,2.95,2.37,12.06,11.75,2.92,5.96,2.94,-1.16,-9.25,5.16,0.12,-16.45
2002-12-01,0.74,-3.37,-4.91,-6.59,-8.03,-5.76,0.55,2.11,6.32,-1.79,0.11,9.71
2003-01-01,-2.39,-0.53,-4.8,1.73,-5.1,-2.57,0.71,-0.79,-0.93,0.69,0.1,1.53
2003-02-01,1.85,-2.11,-4.16,2.58,-0.52,-1.88,-0.87,-1.36,0.79,-0.68,0.09,1.21
2003-03-01,1.54,-0.97,-1.47,3.65,5.51,1.09,0.77,-2.11,1.68,-0.81,0.1,1.42
2003-04-01,-0.5,11.21,12.64,4.32,9.73,8.18,1.14,1.22,-4.68,0.98,0.1,-9.32
2003-05-01,8.5,5.81,3.86,2.45,2.52,6.05,4.78,0.7,-6.94,3.07,0.09,-10.72
2003-06-01,-0.99,0.95,-2.39,-2.52,2.8,1.42,1.65,0.14,0.44,-0.4,0.1,-1.24
2003-07-01,-2.52,3.64,13.66,4.28,4.33,2.33,4.4,-1.53,-3.89,1.52,0.07,-0.28
2003-08-01,6.18,-0.37,6.67,3.37,7.91,2.33,2.37,1.64,-2.29,2.15,0.07,-0.58
2003-09-01,-2.18,1.22,-3.43,-0.83,-5.8,-1.24,0.57,0.14,0.9,0.41,0.08,-0.07
2003-10-01,1.56,7.53,3.41,12.1,9.85,6.08,2.63,2.21,-1.38,1.65,0.07,4.0
2003-11-01,0.64,0.87,-0.82,1.67,-0.45,1.35,2.31,1.72,0.21,1.68,0.07,1.37
2003-12-01,13.47,3.31,1.09,-0.26,-3.17,4.29,-2.51,1.51,0.57,0.85,0.08,-5.53
2004-01-01,0.31,2.6,1.33,-0.06,-0.2,2.15,2.46,2.42,-3.6,3.33,0.07,2.56
2004-02-01,4.52,2.18,10.5,3.73,6.72,1.4,-0.92,0.95,2.13,-1.17,0.06,-1.18
2004-03-01,-0.06,-0.38,-2.11,-3.06,-0.11,-1.32,2.11,0.23,1.65,-0.98,0.09,0.2
2004-04-01,2.66,-5.4,-3.8,-6.26,-3.21,-1.82,-2.06,-3.23,3.46,-2.83,0.08,-5.37
2004-05-01,0.48,2.54,-4.6,2.94,0.74,1.18,-0.4,-0.18,-1.17,0.01,0.06,1.49
2004-06-01,5.36,0.71,2.79,3.31,-0.34,1.86,2.52,1.21,1.12,-0.31,0.08,2.06
2004-07-01,3.4,-1.12,-1.78,-5.63,-3.47,-4.04,-2.92,3.22,5.21,-1.68,0.1,-2.24
2004-08-01,-1.33,4.04,1.21,1.28,-0.81,0.08,-1.18,1.09,1.21,-1.35,0.11,-1.56
2004-09-01,8.82,-0.65,3.52,8.13,2.89,1.6,3.22,-0.07,-1.49,-1.72,0.11,5.5
2004-10-01,0.65,2.29,6.33,0.28,3.31,1.42,0.16,-0.25,-0.53,0.41,0.11,-1.49
2004-11-01,6.31,2.94,5.07,6.64,2.47,4.53,4.12,1.57,-0.52,-0.18,0.15,3.11
2004-12-01,-2.31,3.53,4.2,4.84,3.07,3.41,-0.04,-0.22,-1.07,0.39,0.16,-2.85
2005-01-01,2.99,-3.02,-3.32,-2.18,-0.94,-2.75,-1.11,2.05,2.8,-1.41,0.16,3.12
2005-02-01,19.57,-1.53,0.81,0.02,0.07,1.88,-0.3,1.41,1.32,-0.21,0.16,3.43
2005-03-01,-3.44,-3.15,-6.42,-6.44,0.71,-1.93,-1.41,2.07,0.44,1.34,0.21,0.43
2005-04-01,-5.58,0.39,-5.93,-11.48,-5.66,-2.6,-3.97,0.05,0.97,-0.85,0.21,-0.7
2005-05-01,1.95,2.49,5.9,3.28,6.67,3.65,2.76,-0.59,-1.02,0.28,0.24,0.37
2005-06-01,5.75,0.92,1.65,1.88,3.04,0.58,3.26,2.8,0.87,-0.52,0.23,2.08
2005-07-01,5.54,0.52,2.81,2.99,6.03,3.92,2.76,-0.78,-1.19,-0.78,0.24,0.05
2005-08-01,5.73,-1.71,-2.2,2.73,-6.6,-1.2,-0.94,1.34,-1.96,0.38,0.3,2.05
2005-09-01,7.2,-1.47,-4.57,-3.59,-2.2,0.48,-0.31,0.78,0.26,-0.61,0.29,3.46
2005-10-01,-10.17,2.84,-4.07,-7.17,2.19,-2.04,-1.5,0.43,-0.7,-1.26,0.27,-1.27
2005-11-01,1.02,4.44,5.19,6.28,3.68,3.61,0.9,-1.19,-0.79,-1.09,0.31,0.29
2005-12-01,0.41,0.34,0.9,-1.13,-1.06,-0.24,-0.25,0.15,0.18,0.2,0.32,0.8
2006-01-01,12.48,0.54,-3.05,6.97,0.7,3.03,5.83,0.99,-0.66,-0.35,0.35,2.53
2006-02-01,-8.14,2.01,3.41,1.02,1.28,-0.3,-0.46,-0.31,-0.54,1.98,0.34,-1.82
2006-03-01,3.95,0.3,-2.01,4.15,2.23,1.47,3.34,0.61,0.03,-0.44,0.37,1.27
2006-04-01,4.05,5.12,1.15,-7.69,-1.35,0.73,-0.79,2.26,1.74,-0.13,0.36,0.61
2006-05-01,-3.53,-2.68,1.37,-2.45,-1.4,-3.56,-2.9,2.38,0.87,1.53,0.43,-3.67
2006-06-01,3.06,-0.7,1.47,1.23,0.47,-0.34,-0.24,0.85,1.32,-0.13,0.4,1.55
2006-07-01,5.68,2.18,-3.12,-3.87,-4.74,-0.77,-3.6,2.62,1.63,0.84,0.4,-2.05
2006-08-01,-3.05,0.84,1.37,3.74,2.38,2.03,0.45,-1.95,-1.81,2.14,0.42,-3.37
2006-09-01,-3.51,2.93,1.92,5.08,6.31,1.84,-1.39,0.06,0.78,0.46,0.41,-0.98
2006-10-01,4.98,1.33,0.26,12.69,3.17,3.22,1.98,-0.33,-0.11,0.32,0.41,-0.24
2006-11-01,8.65,-0.05,3.67,0.96,-2.26,1.7,0.63,0.03,0.2,-0.8,0.42,-1.01
2006-12-01,-1.67,4.15,-1.47,-1.29,1.76,0.85,-0.81,2.75,-0.65,1.88,0.4,0.79
2007-01-01,-1.4,-0.26,7.65,1.51,3.96,1.38,0.02,-0.68,0.19,0.4,0.44,0.25
2007-02-01,-2.21,-2.77,5.07,2.68,-0.45,-1.96,1.33,-0.08,-0.52,-0.66,0.38,-1.31
2007-03-01,5.99,-1.13,-3.82,0.4,0.42,0.71,0.14,-0.88,0.55,-0.67,0.43,2.59
2007-04-01,4.92,2.81,8.54,9.41,2.15,3.49,-2.08,-1.45,1.18,1.01,0.44,-0.21
2007-05-01,6.99,2.07,9.74,-0.31,1.96,3.24,0.33,-0.58,1.47,-1.26,0.41,-0.34
2007-06-01,1.11,-3.79,0.09,-4.95,-1.77,-1.96,0.7,-1.05,0.49,0.06,0.4,0.47
2007-07-01,-0.78,-7.37,-3.75,-7.05,-5.54,-3.72,-3.05,-3.68,0.26,-1.16,0.4,2.94
2007-08-01,0.26,2.88,-2.65,-4.14,1.31,0.94,-0.33,-1.87,-1.27,-0.57,0.42,-0.02
2007-09-01,7.71,0.13,-5.33,-4.75,-1.77,3.22,-2.44,-2.17,-0.49,-2.94,0.32,4.44
2007-10-01,2.41,-3.72,5.54,-2.91,-0.12,1.79,-0.03,-2.87,-0.33,0.06,0.32,4.98
2007-11-01,-4.56,-8.3,-6.04,-7.4,-2.79,-4.8,-2.91,-1.09,1.75,-0.36,0.34,1.09
2007-12-01,7.52,-7.75,-6.13,-4.78,-3.05,-0.87,0.18,-0.51,0.9,-1.07,0.27,6.57
2008-01-01,-9.29,3.97,1.37,-4.07,1.6,-6.32,-0.63,4.0,2.12,2.06,0.21,-7.78
2008-02-01,6.88,-12.06,-1.82,-8.02,-5.83,-3.09,-0.64,-0.72,1.07,-0.97,0.13,6.13
2008-03-01,-2.73,-1.64,-0.81,3.3,2.54,-0.94,0.59,0.31,0.89,0.47,0.17,4.25
2008-04-01,10.29,5.56,8.19,5.25,5.68,4.61,-1.16,-0.96,1.81,-2.56,0.18,-0.31
2008-05-01,3.59,-6.32,-2.29,3.96,0.39,1.87,3.04,-1.5,0.92,0.14,0.18,3.38
2008-06-01,2.03,-20.91,-15.11,-10.03,-8.17,-8.43,1.16,-2.51,4.98,-0.69,0.17,12.73
2008-07-01,-15.28,11.93,-10.41,9.72,0.76,-0.75,3.71,5.2,-1.36,0.99,0.15,-5.02
2008-08-01,0.26,-0.18,14.45,-3.75,6.15,1.53,3.28,1.52,1.83,0.66,0.13,-4.5
2008-09-01,-10.93,3.12,-5.31,-5.23,-5.19,-9.35,0.38,5.66,2.4,1.7,0.15,0.78
2008-10-01,-16.38,-15.25,-28.09,-23.26,-14.53,-17.2,-3.06,-1.89,2.73,1.38,0.08,7.84
2008-11-01,0.94,-17.17,-27.93,-11.61,-7.58,-7.74,-4.0,-6.21,4.67,2.39,0.03,7.26
2008-12-01,-2.4,-4.32,13.08,13.0,3.54,1.77,3.33,0.05,0.03,-1.52,0.0,-5.08
2009-01-01,-3.64,-27.33,-25.21,-14.11,-8.65,-8.09,-2.09,-11.02,0.0,-1.16,0.0,-2.16
2009-02-01,-12.66,-16.24,-28.67,-14.21,-1.21,-10.14,-1.17,-6.6,1.01,-0.62,0.01,4.34
2009-03-01,4.04,15.43,29.81,5.26,11.34,9.01,0.59,3.48,-2.58,-2.0,0.02,-11.8
2009-04-01,4.32,19.91,59.18,23.11,9.4,10.17,7.14,5.38,1.34,0.5,0.01,-34.36
2009-05-01,9.94,10.35,-7.06,2.66,-2.97,5.2,-2.24,0.41,-0.81,-1.99,0.0,-12.54
2009-06-01,-4.58,-3.18,-7.78,-2.29,0.0,0.42,2.27,-2.76,-1.41,-0.37,0.01,5.4
2009-07-01,5.08,8.85,36.16,10.91,7.24,7.74,2.31,4.89,-0.26,3.08,0.01,-5.61
2009-08-01,0.77,12.18,1.65,4.92,3.88,3.33,-0.1,7.6,-2.85,3.3,0.01,-9.11
2009-09-01,4.81,0.02,1.16,3.96,2.11,4.08,2.72,1.15,1.15,0.34,0.01,-4.83
2009-10-01,2.55,-5.76,-6.63,1.73,0.87,-2.55,-4.85,-4.17,4.22,-1.48,0.0,2.58
2009-11-01,3.0,5.56,3.01,4.22,4.58,5.58,-2.76,-0.33,0.9,0.0,0.0,0.39
2009-12-01,-0.77,-1.1,11.02,3.65,1.32,2.74,6.14,-0.11,0.71,-0.09,0.01,2.97
2010-01-01,-4.76,1.19,-8.48,-2.17,-1.92,-3.35,0.4,0.33,-1.08,0.51,0.0,-5.31
2010-02-01,2.31,2.19,15.71,14.24,4.32,3.39,1.49,3.18,-0.29,1.42,0.0,3.7
2010-03-01,3.24,8.49,8.04,6.44,6.18,6.3,1.83,2.19,-0.61,1.74,0.01,3.58
2010-04-01,4.3,3.04,11.42,-0.94,1.83,2.0,4.96,2.96,0.61,1.75,0.01,3.19
2010-05-01,-10.06,-10.7,-9.75,-5.51,-5.85,-7.9,0.08,-2.48,1.3,-0.24,0.01,-0.18
2010-06-01,-6.16,-7.36,-14.61,-3.93,-10.6,-5.57,-2.42,-4.73,-0.1,-1.58,0.01,-2.7
2010-07-01,7.45,5.83,6.49,2.07,4.65,6.92,0.04,-0.5,0.17,2.02,0.01,1.77
2010-08-01,-3.33,-10.39,-5.53,-2.31,-4.19,-4.77,-3.06,-1.73,0.6,-1.6,0.01,-0.06
2010-09-01,9.04,6.28,13.36,10.71,13.64,9.55,3.65,-3.02,-0.19,0.38,0.01,1.35
2010-10-01,4.48,0.01,3.22,2.14,1.31,3.87,0.73,-2.46,1.28,-0.38,0.01,1.5
2010-11-01,5.14,0.07,-1.27,9.15,4.97,0.59,3.54,-0.9,0.32,1.79,0.01,2.71
2010-12-01,9.18,12.42,4.13,1.93,3.46,6.82,0.97,3.56,-3.42,3.17,0.01,-3.0
2011-01-01,7.18,2.58,-3.75,-6.55,-1.27,1.98,-2.31,0.61,-0.64,0.81,0.01,-0.3
2011-02-01,7.97,1.51,7.13,6.51,1.4,3.48,1.65,1.18,-1.83,0.84,0.01,1.89
2011-03-01,1.82,-1.92,4.43,1.57,0.51,0.46,2.56,-1.84,1.73,-0.07,0.01,3.42
2011-04-01,1.78,-0.62,4.95,4.27,5.17,2.9,-0.53,-2.44,1.12,-0.86,0.0,0.06
2011-05-01,-4.46,-2.83,2.79,-0.85,0.2,-1.27,-0.72,-1.85,1.92,-1.43,0.0,-0.58
2011-06-01,-2.16,-2.23,-6.46,-0.62,-1.37,-1.74,0.06,-0.2,2.27,-1.42,0.0,1.82
2011-07-01,0.48,-3.62,-6.24,-5.07,-0.08,-2.35,-1.11,-0.91,2.68,-1.73,0.0,0.17
2011-08-01,-9.57,-9.33,-6.96,-3.02,-3.33,-5.96,-3.09,-2.43,3.41,-0.26,0.01,-0.26
2011-09-01,-11.67,-11.68,-14.35,-9.44,-2.85,-7.57,-3.49,-1.53,1.99,0.15,0.0,-2.36
2011-10-01,15.94,13.25,14.29,16.27,9.08,11.34,3.25,0.06,-2.25,-0.73,0.0,-1.45
2011-11-01,2.39,-4.07,-1.07,-0.69,0.82,-0.27,-0.3,-0.52,1.94,1.44,0.0,3.85
2011-12-01,-0.01,3.13,0.81,-6.48,0.33,0.75,-0.29,1.54,1.06,2.47,0.0,1.83
2012-01-01,1.0,7.72,7.03,11.08,4.02,5.05,2.02,-0.93,-2.06,-1.48,0.0,-8.01
2012-02-01,6.7,7.09,5.84,6.24,3.46,4.4,-1.67,0.42,-0.36,-0.08,0.0,-0.26
2012-03-01,-3.08,9.35,4.51,2.95,5.24,3.11,-0.48,1.19,-0.61,0.7,0.0,1.32
2012-04-01,-1.64,-2.36,-0.15,1.02,1.32,-0.84,-0.5,-0.77,1.3,0.66,0.0,3.78
2012-05-01,-10.31,-9.48,-2.6,-7.83,-2.06,-6.17,-0.08,-0.95,2.03,2.36,0.01,6.45
2012-06-01,5.84,5.23,2.2,1.27,3.06,3.9,0.89,0.55,-1.06,0.45,0.0,-1.11
2012-07-01,3.07,-0.06,-0.75,6.26,2.32,0.79,-2.81,-0.06,1.04,0.01,0.0,3.0
2012-08-01,2.39,3.1,8.07,3.41,3.46,2.54,0.44,1.23,-1.5,-0.86,0.01,-2.34
2012-09-01,3.84,4.59,5.37,0.12,1.8,2.73,0.57,1.62,-1.3,1.56,0.01,-1.14
2012-10-01,-2.2,1.38,4.73,-0.95,-0.96,-1.76,-0.83,3.52,-1.4,2.52,0.01,0.07
2012-11-01,-1.33,-0.65,4.06,2.07,1.08,0.78,0.4,-0.86,0.38,0.81,0.01,0.53
2012-12-01,1.22,5.29,3.53,-1.16,-2.2,1.18,1.92,3.48,-1.72,0.8,0.01,-2.93
2013-01-01,7.66,4.4,9.2,2.7,5.36,5.57,0.42,1.01,-2.01,1.52,0.0,-1.77
2013-02-01,0.8,1.26,5.65,5.87,0.56,1.29,-0.25,0.21,-0.59,0.61,0.0,1.24
2013-03-01,2.09,4.44,8.91,7.42,4.79,4.03,0.88,-0.22,0.27,1.41,0.0,1.91
2013-04-01,-1.33,1.25,1.0,4.42,3.26,1.56,-2.24,0.44,0.39,0.43,0.0,0.19
2013-05-01,3.07,8.19,0.71,0.63,2.39,2.81,2.04,2.67,-2.0,-0.95,0.0,-2.01
2013-06-01,-2.11,-0.64,2.28,1.56,-0.39,-1.2,1.54,-0.05,-0.28,-0.06,0.0,0.58
2013-07-01,5.11,6.53,11.91,-1.04,6.41,5.65,1.75,0.58,-1.35,0.57,0.0,1.75
2013-08-01,-1.97,-4.71,-3.4,-1.37,-4.92,-2.71,-0.03,-2.73,0.71,-2.17,0.0,0.05
2013-09-01,1.95,2.48,8.48,3.67,4.41,3.77,2.65,-1.18,-0.54,-1.32,0.0,3.04
2013-10-01,4.73,2.93,4.42,9.86,5.41,4.17,-1.5,1.22,2.75,0.89,0.0,0.07
2013-11-01,0.92,6.45,4.27,3.24,3.76,3.12,1.44,0.19,0.26,0.06,0.0,0.36
2013-12-01,2.96,2.72,3.72,2.34,0.05,2.8,-0.44,0.0,-0.58,0.08,0.0,0.02
2014-01-01,-6.89,-3.49,-2.72,-8.62,-7.64,-3.3,0.6,-1.99,-3.91,-1.54,0.0,1.64
2014-02-01,5.7,2.99,0.84,3.42,5.78,4.68,0.13,-0.35,-0.25,-0.54,0.0,2.16
2014-03-01,2.5,3.12,-0.15,4.48,-1.24,0.41,-1.13,4.9,2.02,1.92,0.0,-3.27
2014-04-01,5.64,-4.63,0.42,-1.13,-0.82,-0.19,-4.07,1.22,3.4,0.93,0.0,-3.89
2014-05-01,0.97,1.67,2.76,-1.06,0.25,2.04,-1.86,-0.1,-0.09,-0.96,0.0,0.88
2014-06-01,4.13,2.77,7.75,0.67,0.98,2.61,3.06,-0.71,-1.83,-1.91,0.0,0.65
2014-07-01,-3.46,-1.69,-5.72,-5.72,-1.44,-2.03,-4.2,-0.08,0.93,0.51,0.0,-0.2
2014-08-01,2.3,2.61,10.18,2.83,5.73,4.24,0.29,-0.57,-0.64,-0.69,0.0,0.84
2014-09-01,-7.77,0.09,-2.35,-7.96,-1.36,-1.96,-3.66,-1.47,1.2,-0.59,0.0,0.64
2014-10-01,-4.22,3.6,2.03,4.45,2.83,2.51,3.66,-1.63,-0.39,0.21,0.0,-0.27
2014-11-01,-9.73,1.55,7.58,2.33,8.86,2.56,-2.3,-3.13,1.57,0.14,0.0,0.69
2014-12-01,0.72,1.97,-0.31,-2.68,2.24,-0.05,2.83,2.12,-1.21,0.9,0.0,1.05
2015-01-01,-4.21,-9.43,2.07,-0.13,-0.42,-3.09,-0.93,-3.45,1.58,-1.64,0.0,3.72
2015-02-01,4.64,7.98,13.37,5.41,5.79,6.14,0.36,-1.79,-1.1,-1.75,0.0,-2.87
2015-03-01,-2.37,-0.74,3.32,-4.17,0.92,-1.09,3.08,-0.38,0.07,-0.62,0.0,2.72
2015-04-01,6.63,2.07,-5.96,9.23,-2.74,0.6,-3.01,1.8,0.05,-0.62,0.0,-7.26
2015-05-01,-5.05,2.66,4.38,-3.7,0.75,1.38,0.82,-1.11,-1.76,-0.83,0.0,5.76
2015-06-01,-3.65,1.78,4.1,0.5,-0.55,-1.54,2.9,-0.82,0.35,-1.54,0.0,3.01
2015-07-01,-8.9,2.56,-0.7,-3.77,6.24,1.57,-4.58,-4.16,0.31,-2.44,0.0,10.04
2015-08-01,-3.72,-6.37,-3.07,-4.79,-5.38,-6.02,0.29,2.75,0.66,1.29,0.0,-2.15
2015-09-01,-5.56,-3.24,-5.9,-5.43,-2.11,-3.06,-2.8,0.55,1.8,-0.59,0.0,5.26
2015-10-01,12.38,5.49,7.89,11.82,4.94,7.75,-2.06,-0.47,0.95,0.61,0.0,-3.29
2015-11-01,1.04,3.06,-2.61,-2.22,0.9,0.57,3.3,-0.43,-2.65,-1.06,0.0,2.3
2015-12-01,-9.66,-3.2,-2.62,-2.41,0.45,-2.15,-2.95,-2.57,0.34,0.12,0.01,3.33
2016-01-01,-4.36,-10.91,-5.31,-1.76,-4.95,-5.74,-3.44,2.08,2.78,3.05,0.01,1.48
2016-02-01,-3.03,-4.49,0.65,8.17,-0.35,-0.07,0.87,-0.61,3.31,1.94,0.02,-4.36
2016-03-01,10.86,6.28,3.6,6.94,5.77,6.95,1.0,1.22,0.68,0.01,0.02,-5.04
2016-04-01,9.16,6.0,1.54,-3.52,-0.24,0.91,1.23,3.22,-2.85,1.77,0.01,-5.99
2016-05-01,-0.61,1.94,-1.68,3.36,1.18,1.78,-0.62,-1.62,-1.1,-2.54,0.01,1.39
2016-06-01,2.55,-7.18,-4.67,-3.1,0.6,-0.03,0.42,-1.49,1.45,1.9,0.02,4.14
2016-07-01,-2.81,4.81,9.76,4.74,4.32,3.94,2.47,-1.24,1.31,-1.16,0.02,-3.38
2016-08-01,1.64,6.25,1.66,1.58,-1.57,0.49,1.66,3.17,-1.85,-0.36,0.02,-3.46
2016-09-01,2.82,-2.3,-4.88,-3.98,-0.05,0.27,1.81,-1.19,-2.18,0.03,0.02,0.23
2016-10-01,-2.97,3.38,-7.38,0.79,-3.76,-2.01,-4.02,4.11,0.99,0.25,0.02,0.62
2016-11-01,9.56,13.82,7.92,9.03,2.72,4.85,6.96,8.29,-0.24,3.71,0.01,-4.74
2016-12-01,2.04,4.91,1.71,-7.35,-0.8,1.81,0.44,3.47,1.24,-0.32,0.03,-0.26
2017-01-01,-4.3,0.17,5.63,0.38,1.08,1.94,-1.44,-2.76,-0.51,-1.06,0.04,-0.92
2017-02-01,-2.42,5.2,4.08,5.96,2.96,3.55,-2.3,-1.5,0.45,-1.8,0.04,-1.53
2017-03-01,-1.24,-2.94,1.29,1.56,0.81,0.17,0.75,-3.33,0.63,-0.95,0.03,-0.96
2017-04-01,-2.69,-0.7,2.57,-4.23,3.33,1.08,0.41,-2.05,1.79,-1.6,0.05,0.51
2017-05-01,-3.39,-2.18,1.77,4.55,0.62,1.07,-2.99,-3.82,0.99,-1.66,0.06,1.49
2017-06-01,-0.12,6.82,1.51,1.74,-2.38,0.78,2.52,1.5,-2.26,0.04,0.06,-0.11
2017-07-01,1.96,1.03,2.24,-5.04,1.04,1.88,-1.64,-0.23,-0.75,-0.15,0.07,1.64
2017-08-01,-5.18,-1.49,1.27,-9.65,-1.66,0.18,-1.83,-2.13,0.2,-2.38,0.09,3.36
2017-09-01,11.05,6.32,0.04,-0.24,2.84,2.49,4.76,3.15,-1.54,1.63,0.09,-1.34
2017-10-01,0.41,3.2,5.42,-5.35,3.27,2.25,-1.91,0.13,0.92,-3.14,0.09,4.24
2017-11-01,2.92,2.96,7.55,7.25,9.04,3.12,-0.38,-0.09,3.19,-0.1,0.08,-0.91
2017-12-01,4.98,1.88,-2.22,-5.66,2.63,1.06,-1.05,0.05,0.73,1.79,0.09,-1.57
2018-01-01,2.8,7.28,1.6,3.8,11.55,5.58,-3.21,-1.32,-0.75,-1.05,0.11,4.06
2018-02-01,-10.94,-2.17,-12.48,0.67,-4.45,-3.64,0.34,-1.1,0.53,-2.36,0.11,3.6
2018-03-01,3.18,-4.64,-2.16,-9.24,-3.3,-2.35,3.61,-0.21,-0.41,0.08,0.12,-1.21
2018-04-01,10.09,0.99,-9.58,6.44,4.11,0.29,0.89,0.53,-2.42,1.24,0.14,0.45
2018-05-01,3.34,1.05,-1.42,0.83,1.29,2.63,4.71,-3.14,-1.98,-1.49,0.14,3.91
2018-06-01,0.47,-0.93,3.42,5.7,4.16,0.49,0.77,-2.33,0.83,0.2,0.14,-2.29
2018-07-01,1.09,4.39,-9.08,4.35,3.4,3.2,-1.93,0.49,1.53,0.31,0.16,-1.43
2018-08-01,-2.89,2.66,3.64,6.05,9.07,3.46,0.65,-3.91,-0.29,-2.57,0.16,5.33
2018-09-01,3.47,-2.96,-6.51,6.1,0.51,0.06,-2.49,-1.62,0.65,1.36,0.15,-0.1
2018-10-01,-11.77,-6.09,-25.99,-14.31,-10.29,-7.64,-4.38,3.38,1.03,3.6,0.19,-2.0
2018-11-01,-2.16,2.93,2.91,-5.8,1.85,1.71,-0.81,0.36,-0.61,0.4,0.18,-1.42
2018-12-01,-13.17,-12.95,-10.02,-15.89,-9.12,-9.55,-2.81,-1.92,-0.03,0.24,0.19,1.75
2019-01-01,10.33,10.65,9.7,15.34,8.99,8.36,2.91,-0.39,-0.73,-1.65,0.21,-8.64
2019-02-01,2.45,4.38,6.73,8.23,-0.04,3.42,1.72,-2.66,0.16,-1.54,0.18,0.76
2019-03-01,2.06,-2.88,-7.76,-3.27,3.9,1.1,-3.52,-4.14,0.88,-0.9,0.19,2.27
2019-04-01,0.11,8.74,6.84,8.57,4.95,3.97,-1.15,2.13,1.61,-2.18,0.21,-2.91
2019-05-01,-11.93,-7.44,-2.34,-1.33,-7.0,-6.92,-1.56,-2.45,-0.48,1.76,0.21,7.56
2019-06-01,8.9,6.98,9.72,9.29,7.22,6.99,0.19,-0.64,0.45,-0.55,0.18,-2.26
2019-07-01,-2.62,3.63,-11.15,13.82,0.56,1.22,-1.82,0.5,-0.13,0.37,0.19,2.93
2019-08-01,-8.53,-5.09,-5.47,1.88,-0.1,-2.55,-3.25,-4.77,0.53,-0.62,0.16,7.47
2019-09-01,3.79,3.95,7.37,-6.32,0.82,1.42,0.29,6.76,1.82,3.38,0.18,-6.74
2019-10-01,-2.09,3.71,10.8,5.52,1.51,2.07,0.25,-1.92,0.43,-1.03,0.15,0.13
2019-11-01,1.15,5.04,-2.26,4.12,2.06,3.87,0.39,-2.0,-1.64,-1.14,0.12,-2.61
2019-12-01,6.28,3.22,-3.37,-1.02,1.21,2.76,0.99,1.73,0.05,1.19,0.14,-2.24
2020-01-01,-11.89,-3.7,-4.55,-3.37,1.14,-0.09,-4.37,-6.22,-1.19,-2.19,0.13,6.02
2020-02-01,-15.53,-11.51,-8.15,-17.11,-6.03,-8.15,0.08,-3.82,-1.43,-2.53,0.12,-0.25
2020-03-01,-34.65,-23.92,-36.02,-18.85,-4.5,-13.35,-8.18,-13.83,-1.61,1.19,0.12,8.2
2020-04-01,32.84,11.44,13.19,18.03,18.79,13.58,2.57,-1.34,2.76,-1.02,0.0,-5.61
2020-05-01,0.56,2.82,8.04,1.58,4.28,5.59,1.92,-5.0,0.96,-3.16,0.01,0.15
2020-06-01,-0.37,-0.25,5.79,9.14,5.58,2.44,1.95,-2.17,0.14,0.55,0.01,-0.87
2020-07-01,-4.86,0.78,-18.95,15.05,10.36,5.83,-3.19,-1.44,0.38,0.97,0.01,7.7
2020-08-01,-1.27,6.43,12.55,7.51,8.02,7.62,-0.89,-3.02,4.27,-1.51,0.01,0.43
2020-09-01,-15.16,-5.03,2.62,10.98,-4.55,-3.64,-0.01,-2.72,-1.38,-1.93,0.01,3.18
2020-10-01,-4.47,-1.32,5.23,6.66,-3.06,-2.08,4.67,4.25,-0.77,-0.57,0.01,-3.1
2020-11-01,28.72,18.31,24.05,21.06,7.47,12.44,7.12,2.09,-2.25,1.28,0.01,-12.6
2020-12-01,5.6,7.69,11.77,15.9,0.94,4.63,4.93,-1.68,-1.97,-0.06,0.01,-2.26
2021-01-01,5.18,-3.07,1.27,5.75,0.71,-0.07,6.81,3.22,-3.65,4.97,0.0,4.34
2021-02-01,23.96,14.42,19.97,-2.47,-3.18,2.81,4.5,7.2,0.33,-1.99,0.0,-7.99
2021-03-01,2.24,5.06,8.33,-7.8,5.6,3.16,-0.84,7.35,6.35,3.52,0.0,-6.1
2021-04-01,0.59,5.92,6.31,1.51,7.41,4.97,-3.16,-1.02,2.43,-2.72,0.0,1.22
2021-05-01,6.17,2.91,3.17,3.81,-2.73,0.29,1.27,7.04,2.34,3.01,0.0,0.56
2021-06-01,5.6,-3.1,-7.34,12.69,3.84,2.73,-0.3,-7.86,-2.14,-0.93,0.0,2.07
